movieid,title,production_companies
5900,The Dress,[]
43306,A Guy Named Joe,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]"
11072,Blazing Saddles,"[{""name"": ""Crossbow Productions"", ""id"": 1296}, {""name"": ""Warner Bros."", ""id"": 6194}]"
9730,Friday the 13th: The Final Chapter,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Friday Four, Inc."", ""id"": 93280}]"
209274,Ida,"[{""name"": ""Danish Film Institute"", ""id"": 125}, {""name"": ""Portobello Pictures"", ""id"": 486}, {""name"": ""Eurimages"", ""id"": 850}, {""name"": ""Canal+ Polska"", ""id"": 6476}, {""name"": ""Opus Film"", ""id"": 6477}, {""name"": ""Polski Instytut Sztuki Filmowej"", ""id"": 11240}, {""name"": ""Phoenix Film Investments"", ""id"": 44171}, {""name"": ""City of Lodz"", ""id"": 72682}, {""name"": ""Phoenix Film Poland"", ""id"": 72683}]"
26371,Maurice,"[{""name"": ""Merchant Ivory Productions"", ""id"": 2370}, {""name"": ""Film Four International"", ""id"": 9210}]"
14137,Beer League,"[{""name"": ""Identity Films"", ""id"": 2870}, {""name"": ""CKRush Entertainment"", ""id"": 68353}]"
291,Riding Giants,[]
14139,Timecrimes,"[{""name"": ""Ars\u00e9nico Producciones"", ""id"": 10086}, {""name"": ""Zip Films"", ""id"": 12955}, {""name"": ""Fine Productions"", ""id"": 23501}, {""name"": ""Karbo Vantas Entertainment"", ""id"": 23502}]"
33106,Silver Medalist,[]
8875,Timber Falls,"[{""name"": ""Ascendant Pictures"", ""id"": 1204}, {""name"": ""A-Mark Entertainment"", ""id"": 2248}, {""name"": ""Film Tiger"", ""id"": 4305}, {""name"": ""Rifkin-Eberts"", ""id"": 4307}]"
872,Singin' in the Rain,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]"
72914,"Fat, Sick & Nearly Dead",[]
139038,A Haunted House,"[{""name"": ""Endgame Entertainment"", ""id"": 1205}, {""name"": ""Wayans Bros. Entertainment"", ""id"": 1608}, {""name"": ""IM Global"", ""id"": 7437}, {""name"": ""Open Road Films"", ""id"": 10427}]"
126509,2016: Obama's America,[]
9591,That Thing You Do!,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Clinica Estetico"", ""id"": 1274}, {""name"": ""Clavius Base"", ""id"": 38944}]"
10676,Halloween III: Season of the Witch,"[{""name"": ""Universal Pictures"", ""id"": 33}]"
1687,Escape from the Planet of the Apes,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""APJAC Productions"", ""id"": 12943}]"
24748,Hud,"[{""name"": ""Paramount Pictures"", ""id"": 4}]"
181330,Kevin Hart: Let Me Explain,"[{""name"": ""Hartbeat Productions"", ""id"": 40268}]"
468,My Own Private Idaho,"[{""name"": ""Fine Line Features"", ""id"": 8}]"
401,Garden State,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""Camelot Pictures"", ""id"": 11728}, {""name"": ""Large's Ark Productions"", ""id"": 11729}]"
76,Before Sunrise,"[{""name"": ""Detour Film Production"", ""id"": 98}]"
50538,Evil Words,"[{""name"": ""Go Films"", ""id"": 13313}]"
25636,Jesus' Son,"[{""name"": ""Evenstar Films"", ""id"": 4620}]"
19316,Saving Face,[]
21074,Brick Lane,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Ruby Films"", ""id"": 2054}, {""name"": ""Film4"", ""id"": 9349}]"
84329,Robot & Frank,"[{""name"": ""Samuel Goldwyn Films"", ""id"": 9118}, {""name"": ""Stage 6 Films"", ""id"": 11341}, {""name"": ""Park Pictures"", ""id"": 13466}, {""name"": ""TBB"", ""id"": 13467}, {""name"": ""Dog Run Pictures"", ""id"": 13468}, {""name"": ""White Hat"", ""id"": 13469}]"
20,My Life Without Me,"[{""name"": ""El Deseo"", ""id"": 49}, {""name"": ""Milestone Productions"", ""id"": 77}]"
157386,The Spectacular Now,"[{""name"": ""21 Laps Entertainment"", ""id"": 2575}, {""name"": ""Andrew Lauren Productions (ALP)"", ""id"": 19194}, {""name"": ""Global Produce"", ""id"": 30133}, {""name"": ""A24"", ""id"": 41077}]"
13007,Religulous,"[{""name"": ""Lions Gate Films"", ""id"": 35}]"
13518,Fuel,[]
116584,Valley of the Heart's Delight,[]
46849,Eye of the Dolphin,"[{""name"": ""Gold/Miller Productions"", ""id"": 1607}, {""name"": ""120dB Films"", ""id"": 5113}, {""name"": ""Paradise Productions"", ""id"": 38616}, {""name"": ""Quantum Entertainment"", ""id"": 38617}, {""name"": ""MovieBank"", ""id"": 38618}, {""name"": ""Galaxy Productions"", ""id"": 38619}]"
40428,8: The Mormon Proposition,[]
17334,The Other End of the Line,"[{""name"": ""Adlabs Films Ltd."", ""id"": 3703}, {""name"": ""Metro-Goldwyn-Mayer Pictures"", ""id"": 6127}, {""name"": ""Hyde Park Entertainment"", ""id"": 13816}, {""name"": ""Brass Hat Films"", ""id"": 13817}]"
1698,Anatomy,"[{""name"": ""Claussen + W\u00f6bke Filmproduktion GmbH"", ""id"": 161}]"
20764,Sleep Dealer,"[{""name"": ""Likely Story"", ""id"": 1785}]"
45132,Super,"[{""name"": ""This Is That Productions"", ""id"": 10059}, {""name"": ""Ambush Entertainment"", ""id"": 14406}, {""name"": ""Crimson Bolt"", ""id"": 14407}]"
76706,Christmas Mail,[]
254472,Stung,"[{""name"": ""Rat Pack Filmproduktion"", ""id"": 5754}, {""name"": ""XYZ Films"", ""id"": 12142}]"
332285,Antibirth,"[{""name"": ""Hideaway Pictures"", ""id"": 20068}, {""name"": ""Traverse Media"", ""id"": 46241}, {""name"": ""Culmination Productions"", ""id"": 86523}]"
49471,Get on the Bus,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}]"
13569,Thr3e,"[{""name"": ""MovieRoom Productions"", ""id"": 2776}]"
7512,Idiocracy,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Ternion Pictures"", ""id"": 20992}]"
356216,The Rise of the Krays,"[{""name"": ""Carnaby International"", ""id"": 4098}, {""name"": ""Saracen Films"", ""id"": 32475}, {""name"": ""Torn Pictures"", ""id"": 62102}]"
11798,This Is England,"[{""name"": ""EM Media"", ""id"": 1917}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Screen Yorkshire"", ""id"": 2690}, {""name"": ""Big Arty Productions"", ""id"": 3519}]"
146631,U.F.O.,"[{""name"": ""Hawthorn Productions"", ""id"": 19181}, {""name"": ""Hawthorne Productions"", ""id"": 19182}]"
43546,Bathing Beauty,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]"
61038,Go for It!,"[{""name"": ""Pantelion Film"", ""id"": 8573}]"
78373,"Dancer, Texas Pop. 81","[{""name"": ""HSX Films"", ""id"": 4714}, {""name"": ""Chase Productions"", ""id"": 16517}]"
17820,Show Boat,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]"
74457,Redemption Road,"[{""name"": ""Heavy Duty Entertainment"", ""id"": 4097}, {""name"": ""MVP Films"", ""id"": 37580}, {""name"": ""Liberty Road Entertainment"", ""id"": 49793}]"
283384,The Calling,"[{""name"": ""Darius Films"", ""id"": 5486}, {""name"": ""Manis Film"", ""id"": 21882}, {""name"": ""Breaking Ball Films"", ""id"": 29098}, {""name"": ""Stage 6 Films"", ""id"": 29099}]"
19933,The Brave Little Toaster,"[{""name"": ""The Kushner-Locke Company"", ""id"": 2499}, {""name"": ""Hyperion Pictures"", ""id"": 7339}]"
756,Fantasia,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]"
433715,8 Days,"[{""name"": ""After Eden Pictures"", ""id"": 85248}]"
9728,Friday the 13th Part III,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Jason Productions"", ""id"": 7513}]"
9731,Friday the 13th: A New Beginning,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Georgetown Productions Inc."", ""id"": 16779}]"
9916,The Last Sin Eater,[]
309425,Do You Believe?,"[{""name"": ""Believe Entertainment"", ""id"": 3308}, {""name"": ""Pure Flix Entertainment"", ""id"": 6427}, {""name"": ""Toy Gun Films"", ""id"": 34233}, {""name"": ""10 West Studios"", ""id"": 48509}]"
14156,Impact Point,[]
43610,The Valley of Decision,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]"
360339,Eden,"[{""name"": ""Ombra Films"", ""id"": 23513}, {""name"": ""Perlapartment Pictures"", ""id"": 63628}, {""name"": ""Gobsmack"", ""id"": 63629}, {""name"": ""H&H Creative Ventures"", ""id"": 63630}]"
31163,Chicken Tikka Masala,[]
297621,There's Always Woodstock,"[{""name"": ""Sunrise Films"", ""id"": 19850}]"
16205,Jack Brooks: Monster Slayer,"[{""name"": ""Brookstreet Pictures"", ""id"": 3160}, {""name"": ""Sound Venture Productions"", ""id"": 48420}]"
887,The Best Years of Our Lives,"[{""name"": ""Samuel Goldwyn Company, The"", ""id"": 28205}]"
9517,Bully,"[{""name"": ""StudioCanal"", ""id"": 694}]"
6007,Elling,"[{""name"": ""Maipo Film- og TV Produksjon"", ""id"": 2009}]"
364083,Mi America,"[{""name"": ""Industrial House Films"", ""id"": 65589}]"
8329,[REC],"[{""name"": ""Filmax"", ""id"": 3631}]"
69640,Lies in Plain Sight,[]
371085,Sharkskin,[]
347548,Containment,"[{""name"": ""Bright Cold Day Films"", ""id"": 71899}, {""name"": ""Patchwork Productions"", ""id"": 71900}, {""name"": ""Bandoola Productions"", ""id"": 71901}]"
322443,The Timber,"[{""name"": ""ANA Media"", ""id"": 21817}]"
657,From Russia with Love,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}, {""name"": ""Danjaq"", ""id"": 10761}]"
28165,The Toxic Avenger Part II,"[{""name"": ""Troma Entertainment"", ""id"": 3052}]"
11561,Sleeper,"[{""name"": ""Rollins-Joffe Productions"", ""id"": 13954}]"
270303,It Follows,"[{""name"": ""Northern Lights Films"", ""id"": 8714}, {""name"": ""Animal Kingdom"", ""id"": 26995}, {""name"": ""Two Flints"", ""id"": 52739}]"
11624,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,"[{""name"": ""United Artists"", ""id"": 60}]"
595,To Kill a Mockingbird,"[{""name"": ""Universal Pictures"", ""id"": 33}]"
8810,Mad Max 2: The Road Warrior,"[{""name"": ""Kennedy Miller Productions"", ""id"": 2537}]"
12207,The Legend of Drunken Master,"[{""name"": ""Paragon Films Ltd."", ""id"": 3055}, {""name"": ""Golden Harvest Company Ltd."", ""id"": 6379}]"
226,Boys Don't Cry,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""The Independent Film Channel Productions"", ""id"": 54}, {""name"": ""IFC Films"", ""id"": 307}, {""name"": ""Killer Films"", ""id"": 1422}, {""name"": ""Hart-Sharp Entertainment"", ""id"": 11351}]"
92182,Silent House,"[{""name"": ""Elle Driver"", ""id"": 6930}, {""name"": ""Tazora Films"", ""id"": 25904}]"
582,The Lives of Others,"[{""name"": ""Arte"", ""id"": 201}, {""name"": ""Wiedemann & Berg Filmproduktion"", ""id"": 336}, {""name"": ""Creado Film"", ""id"": 337}, {""name"": ""Bayerischer Rundfunk (BR)"", ""id"": 7333}]"
72213,Courageous,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Provident Films"", ""id"": 3291}, {""name"": ""Affirm Films"", ""id"": 10156}, {""name"": ""Sherwood Pictures"", ""id"": 41967}, {""name"": ""Alabama Production Group"", ""id"": 63902}]"
990,The Hustler,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Rossen Films"", ""id"": 22820}]"
55604,Boom Town,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]"
9662,The Triplets of Belleville,"[{""name"": ""Sony Pictures Classics"", ""id"": 58}, {""name"": ""Production Champion"", ""id"": 7488}, {""name"": ""Vivi Film"", ""id"": 7489}]"
20862,Smoke Signals,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""ShadowCatcher Entertainment"", ""id"": 12269}]"
2771,American Splendor,[]
80,Before Sunset,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Detour Film Production"", ""id"": 98}, {""name"": ""Warner Independent Pictures (WIP)"", ""id"": 11509}]"
55,Amores perros,"[{""name"": ""Altavista Films"", ""id"": 5084}, {""name"": ""Zeta Film"", ""id"": 11230}]"
11023,Thirteen,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Sound for Film"", ""id"": 1143}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Antidote Films (I)"", ""id"": 23912}]"
33667,Gentleman's Agreement,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]"
39013,Winter's Bone,"[{""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""Winter's Bone Productions"", ""id"": 19778}]"
11194,Touching the Void,"[{""name"": ""Darlow Smithson Productions"", ""id"": 2015}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""PBS"", ""id"": 5826}, {""name"": ""Film4"", ""id"": 9349}]"
43839,Alexander's Ragtime Band,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]"
1382,Me and You and Everyone We Know,"[{""name"": ""IFC Films"", ""id"": 307}]"
44639,Inside Job,"[{""name"": ""Sony Pictures Classics"", ""id"": 58}, {""name"": ""Sony Pictures Home Entertainment"", ""id"": 5388}]"
301351,We Are Your Friends,"[{""name"": ""Working Title Films"", ""id"": 10163}]"
4816,Ghost Dog: The Way of the Samurai,"[{""name"": ""Bac Films"", ""id"": 208}, {""name"": ""Pandora Filmproduktion"", ""id"": 254}, {""name"": ""Degeto Film"", ""id"": 986}, {""name"": ""ARD"", ""id"": 1251}, {""name"": ""JVC Entertainment Networks"", ""id"": 4248}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Plywood Productions"", ""id"": 59348}]"
7873,Harsh Times,"[{""name"": ""The Weinstein Company"", ""id"": 308}]"
331190,Captive,"[{""name"": ""Itaca Films"", ""id"": 16322}, {""name"": ""BN Films"", ""id"": 30531}, {""name"": ""Brightside Entertainment"", ""id"": 56735}, {""name"": ""1019 Entertainment"", ""id"": 56736}, {""name"": ""Yoruba Saxon Productions"", ""id"": 65927}]"
15186,Full Frontal,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Populist Pictures"", ""id"": 14729}, {""name"": ""Monophonic Inc."", ""id"": 69989}]"
17994,Witchboard,[]
1378,Shortbus,"[{""name"": ""Fortissimo Films"", ""id"": 1615}, {""name"": ""Process Productions"", ""id"": 1616}, {""name"": ""Q Television"", ""id"": 1617}]"
8885,Waltz with Bashir,"[{""name"": ""Les Films d'Ici"", ""id"": 1848}, {""name"": ""Bridgit Folman Film Gang"", ""id"": 17931}, {""name"": ""Razor Film Produktion"", ""id"": 17932}]"
48382,"The Book of Mormon Movie, Volume 1: The Journey",[]
12901,No End in Sight,[]
250124,The Diary of a Teenage Girl,"[{""name"": ""Caviar Films"", ""id"": 2699}, {""name"": ""Cold Iron Pictures"", ""id"": 3916}, {""name"": ""Archer Gray"", ""id"": 41640}]"
14284,In the Shadow of the Moon,"[{""name"": ""Film4"", ""id"": 9349}, {""name"": ""Passion Pictures"", ""id"": 11594}, {""name"": ""Discovery Films"", ""id"": 21673}]"
57120,Meek's Cutoff,"[{""name"": ""Film Science"", ""id"": 1976}, {""name"": ""Evenstar Films"", ""id"": 4620}, {""name"": ""Oscilloscope Laboratories"", ""id"": 4748}]"
12228,Inside Deep Throat,[]
22617,Dinner Rush,"[{""name"": ""Access Motion Picture Group"", ""id"": 4120}, {""name"": ""Giraldi-Suarez-DiGiaimo Productions"", ""id"": 4121}]"
55561,Clockwatchers,[]
42889,The Virginity Hit,"[{""name"": ""Gary Sanchez Productions"", ""id"": 4740}, {""name"": ""Principato-Young Entertainment"", ""id"": 37845}]"
10656,Subway,"[{""name"": ""Gaumont"", ""id"": 9}]"
24363,House of D,"[{""name"": ""Tribeca Productions"", ""id"": 11391}, {""name"": ""Bob Yari Productions"", ""id"": 12260}, {""name"": ""Southpaw Entertainment"", ""id"": 30131}, {""name"": ""Jeff Skoll Productions"", ""id"": 38771}]"
13121,Teeth,"[{""name"": ""Teeth"", ""id"": 3568}]"
24746,Six-String Samurai,"[{""name"": ""HSX Films"", ""id"": 4714}]"
325140,Hum To Mohabbat Karega,[]
12109,It's All Gone Pete Tong,[]
27023,Saint John of Las Vegas,[]
22913,24 7: Twenty Four Seven,"[{""name"": ""Scala Films"", ""id"": 4189}]"
273899,Stonewall,"[{""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]"
20653,Roadside Romeo,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Yash Raj Films"", ""id"": 1569}, {""name"": ""Walt Disney Studios Motion Pictures"", ""id"": 3036}, {""name"": ""Disney World Cinema"", ""id"": 89347}]"
67373,This Thing of Ours,[]
171759,The Lost Medallion: The Adventures of Billy Stone,"[{""name"": ""Kaos Entertainment"", ""id"": 72408}]"
206296,The Last Five Years,"[{""name"": ""Lucky Monkey Pictures"", ""id"": 11093}, {""name"": ""Sh-K-Boom Records"", ""id"": 15353}, {""name"": ""Grand Peaks Entertainment"", ""id"": 15354}, {""name"": ""Radius-TWC"", ""id"": 20671}]"
35219,The Missing Person,"[{""name"": ""Strand Releasing"", ""id"": 3923}, {""name"": ""The 7th Floor"", ""id"": 5708}, {""name"": ""Apropos Films"", ""id"": 13829}]"
28260,Return of the Living Dead 3,"[{""name"": ""Ozla Productions"", ""id"": 4777}]"
7515,London,"[{""name"": ""Destination Films"", ""id"": 769}, {""name"": ""Silver Nitrate Films"", ""id"": 2262}, {""name"": ""National Film and Television School (NFTS)"", ""id"": 17700}, {""name"": ""LHR Productions Inc."", ""id"": 68096}]"
13075,Sherrybaby,"[{""name"": ""Red Envelope Entertainment"", ""id"": 4732}]"
335866,Circle,"[{""name"": ""Votiv Films"", ""id"": 34455}, {""name"": ""Taggart Productions"", ""id"": 51235}]"
13510,Eden Lake,"[{""name"": ""Aramid Entertainment Fund"", ""id"": 3272}, {""name"": ""Rollercoaster Films"", ""id"": 8575}]"
215881,Plush,"[{""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""IM Global Octane"", ""id"": 49982}, {""name"": ""Reliance"", ""id"": 52075}]"
18238,Lesbian Vampire Killers,"[{""name"": ""AV Pictures"", ""id"": 3471}]"
22600,Gangster's Paradise: Jerusalema,"[{""name"": ""Muti Films"", ""id"": 4113}]"
12612,Freeze Frame,[]
50698,Grave Encounters,"[{""name"": ""Darclight"", ""id"": 6448}, {""name"": ""Twin Engine Films"", ""id"": 12881}, {""name"": ""Digital Interference Productions"", ""id"": 52207}]"
115210,Stitches,"[{""name"": ""B\u00f3rd Scann\u00e1n na h\u00c9ireann"", ""id"": 1898}, {""name"": ""Irish Film Board"", ""id"": 5267}, {""name"": ""Fantastic Films"", ""id"": 18078}, {""name"": ""MPI Media Group"", ""id"": 23457}, {""name"": ""Tailored Films"", ""id"": 23459}, {""name"": ""Solid Entertainment"", ""id"": 23460}]"
34335,Nine Dead,"[{""name"": ""Hartbreak Films"", ""id"": 5452}]"
459488,"To Be Frank, Sinatra at 100","[{""name"": ""Eyeline Entertainment"", ""id"": 60343}]"
11302,Bananas,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Jack Rollins & Charles H. Joffe Productions"", ""id"": 13309}]"
119458,Supercapitalist,[]
20406,Rockaway,"[{""name"": ""Rockaway the Movie"", ""id"": 3767}, {""name"": ""Off Hollywood Pictures"", ""id"": 3768}, {""name"": ""Panamax Films"", ""id"": 3769}, {""name"": ""Crook Brothers Productions"", ""id"": 3770}]"
3766,The Lady from Shanghai,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Mercury Productions"", ""id"": 11447}]"
18616,No Man's Land: The Rise of Reeker,"[{""name"": ""Institution, The"", ""id"": 3517}]"
18808,Highway,"[{""name"": ""Alex Entertainment Inc."", ""id"": 50893}]"
95755,Small Apartments,"[{""name"": ""Deviant Films"", ""id"": 3265}, {""name"": ""Morocco Junction Pictures"", ""id"": 68079}, {""name"": ""1812 Productions"", ""id"": 68080}]"
198062,Coffee Town,[]
188652,The Ghastly Love of Johnny X,[]
174311,All Is Bright,"[{""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}, {""name"": ""Touchy Feely Films"", ""id"": 5161}, {""name"": ""GreenStreet Films"", ""id"": 12936}]"
12602,The Torture Chamber of Dr. Sadism,"[{""name"": ""Constantin Film Produktion"", ""id"": 5755}]"
153795,Straight A's,"[{""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""The Group Films"", ""id"": 13621}]"
17768,A Funny Thing Happened on the Way to the Forum,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Melvin Frank Production"", ""id"": 14897}]"
13516,Slacker Uprising,[]
98549,The Legend of Hell's Gate: An American Conspiracy,"[{""name"": ""Silver Sail Entertainment"", ""id"": 42037}, {""name"": ""4Go West Productions"", ""id"": 94551}, {""name"": ""Flatiron Pictures"", ""id"": 94552}]"
312793,The Walking Deceased,"[{""name"": ""Splendid Film"", ""id"": 8146}]"
309919,The Curse of Downers Grove,"[{""name"": ""Myriad Pictures"", ""id"": 738}, {""name"": ""AliBella Pictures"", ""id"": 61372}, {""name"": ""Bystander Films"", ""id"": 61373}, {""name"": ""Management Production Entertainment (MPE)"", ""id"": 61374}, {""name"": ""Mangrove Media"", ""id"": 61375}]"
299553,Shark Lake,"[{""name"": ""FLF Films"", ""id"": 36684}, {""name"": ""Bottom Line Entertainment"", ""id"": 36685}, {""name"": ""Parkside Pictures"", ""id"": 56696}]"
21309,River's Edge,"[{""name"": ""Hemdale Film"", ""id"": 3952}, {""name"": ""Island"", ""id"": 3953}]"
32235,Northfork,[]
329540,The Marine 4: Moving Target,"[{""name"": ""WWE Studios"", ""id"": 10339}]"
26388,Buried,"[{""name"": ""Studio 37"", ""id"": 2577}, {""name"": ""Versus Entertainment"", ""id"": 11564}, {""name"": ""The Safran Company"", ""id"": 11565}, {""name"": ""Dark Trick Films"", ""id"": 11566}]"
49020,Submarine,"[{""name"": ""Film4"", ""id"": 9349}, {""name"": ""Film Agency for Wales"", ""id"": 12177}, {""name"": ""Red Hour Films"", ""id"": 12178}, {""name"": ""Warp (Submarine)"", ""id"": 12179}, {""name"": ""Warp Films"", ""id"": 12180}]"
159037,The Square,"[{""name"": ""Roast Beef Productions"", ""id"": 7266}, {""name"": ""Worldview Entertainment"", ""id"": 9015}, {""name"": ""Noujaim Films"", ""id"": 27197}]"
12838,One to Another,"[{""name"": ""R\u00e9gion Provence C\u00f4te d'Azur"", ""id"": 2318}, {""name"": ""La Fabrique de Films"", ""id"": 2673}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Toloda"", ""id"": 9011}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}, {""name"": ""Soficin\u00e9ma 2"", ""id"": 21083}]"
157293,ABCD (Any Body Can Dance),"[{""name"": ""UTV Motion Pictures"", ""id"": 2320}]"
14048,Man on Wire,"[{""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Red Box Films"", ""id"": 12840}, {""name"": ""Discovery Films"", ""id"": 21673}, {""name"": ""BBC Storyville"", ""id"": 50510}, {""name"": ""Wall to Wall"", ""id"": 50511}]"
356987,Abandoned,"[{""name"": ""Making Movies"", ""id"": 71702}]"
295886,Brotherly Love,[]
38358,The Last Exorcism,"[{""name"": ""Strike Entertainment"", ""id"": 655}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Arcade Pictures"", ""id"": 11112}]"
33511,Nowhere Boy,"[{""name"": ""Ecosse Films"", ""id"": 1267}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Lipsync Productions"", ""id"": 9987}, {""name"": ""Aver Media"", ""id"": 91542}, {""name"": ""North West Vision"", ""id"": 91543}]"
702,A Streetcar Named Desire,"[{""name"": ""Charles K. Feldman Group"", ""id"": 1317}, {""name"": ""Warner Bros."", ""id"": 6194}]"
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"[{""name"": ""Hawk Films"", ""id"": 88}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}]"
542,The Crime of Padre Amaro,"[{""name"": ""Instituto Mexicano de Cinematograf\u00eda"", ""id"": 299}, {""name"": ""Alameda Films"", ""id"": 300}, {""name"": ""Cinecolor-M\u00e9xico"", ""id"": 301}, {""name"": ""Cinecolor-Argentina"", ""id"": 303}, {""name"": ""Artcam y Fonds Sud Cin\u00e9ma"", ""id"": 304}]"
84175,Beasts of the Southern Wild,"[{""name"": ""Journeyman Pictures"", ""id"": 2291}, {""name"": ""Court 13 Pictures"", ""id"": 6714}, {""name"": ""Cinereach"", ""id"": 12219}]"
1705,Battle for the Planet of the Apes,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Apjac International"", ""id"": 22542}]"
62677,Songcatcher,"[{""name"": ""Rigas Entertainment"", ""id"": 64673}, {""name"": ""ErgoArts"", ""id"": 64674}]"
50875,Higher Ground,[]
260778,Vaalu,"[{""name"": ""Nic Arts"", ""id"": 11831}, {""name"": ""Simbu Cine Arts"", ""id"": 82002}]"
58492,The Greatest Movie Ever Sold,"[{""name"": ""Snoot Entertainment"", ""id"": 15159}]"
44562,Ed and His Dead Mother,[]
37232,Travellers and Magicians,"[{""name"": ""Prayer Flag Pictures"", ""id"": 72591}]"
4929,Hang 'em High,"[{""name"": ""United Artists"", ""id"": 60}]"
36334,Deadline - U.S.A.,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]"
9783,Sublime,"[{""name"": ""Raw Feed"", ""id"": 3295}]"
386826,A Beginner's Guide to Snuff,[]
205126,Independence Daysaster,"[{""name"": ""Independence Day Productions"", ""id"": 62511}]"
98557,Dysfunctional Friends,[]
104,Run Lola Run,"[{""name"": ""X-Filme Creative Pool"", ""id"": 1972}, {""name"": ""Westdeutscher Rundfunk (WDR)"", ""id"": 7025}]"
10894,May,"[{""name"": ""A Loopy Production LLC"", ""id"": 29693}, {""name"": ""2 Loop Films"", ""id"": 29694}]"
246449,Against the Wild,"[{""name"": ""Against the Wild Films"", ""id"": 26343}]"
32579,Under the Same Moon,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Fidecine"", ""id"": 16116}, {""name"": ""Creando Films"", ""id"": 89636}, {""name"": ""Potomac Pictures"", ""id"": 89637}]"
1688,Conquest of the Planet of the Apes,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""APJAC Productions"", ""id"": 12943}]"
1999,In the Bedroom,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""GreeneStreet/SKE Films"", ""id"": 842}]"
43947,I Spit on Your Grave,"[{""name"": ""Anchor Bay Films"", ""id"": 5860}, {""name"": ""Cinetel Films"", ""id"": 10399}, {""name"": ""Family of the Year Productions"", ""id"": 21624}]"
24066,"Happy, Texas","[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Marked Entertainment"", ""id"": 16833}]"
9709,My Summer of Love,[]
