movieid,title,keywords
25376,The Secret in Their Eyes,"[{""id"": 570, ""name"": ""rape""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1731, ""name"": ""writing""}, {""id"": 1849, ""name"": ""homicide""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 2983, ""name"": ""passion""}, {""id"": 3879, ""name"": ""suspect""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9104, ""name"": ""partner""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10481, ""name"": ""tension""}, {""id"": 10596, ""name"": ""argentina""}, {""id"": 15108, ""name"": ""justice""}, {""id"": 185237, ""name"": ""eyes""}]"
22007,Train,[]
765,Evil Dead II,"[{""id"": 7946, ""name"": ""deer""}, {""id"": 8636, ""name"": ""blood splatter""}, {""id"": 11335, ""name"": ""tape recorder""}, {""id"": 12394, ""name"": ""chainsaw""}, {""id"": 13153, ""name"": ""spirit""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 18451, ""name"": ""over the top""}, {""id"": 155626, ""name"": ""shot in the arm""}, {""id"": 157458, ""name"": ""book of the dead""}, {""id"": 157459, ""name"": ""evil dead""}, {""id"": 157465, ""name"": ""eyeball""}, {""id"": 157466, ""name"": ""necronomicon""}, {""id"": 157468, ""name"": ""tarmac""}, {""id"": 157470, ""name"": ""meat cleaver""}, {""id"": 157471, ""name"": ""shot through a wall""}]"
10615,Pootie Tang,"[{""id"": 2336, ""name"": ""ladykiller""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 9141, ""name"": ""belt""}, {""id"": 15090, ""name"": ""police officer""}, {""id"": 18026, ""name"": ""drug lord""}]"
205321,Sharknado,"[{""id"": 387, ""name"": ""california""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 966, ""name"": ""beach""}, {""id"": 2213, ""name"": ""tornado""}, {""id"": 2215, ""name"": ""hurricane""}, {""id"": 10563, ""name"": ""attack""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 12394, ""name"": ""chainsaw""}, {""id"": 14527, ""name"": ""storm""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 15017, ""name"": ""danger""}, {""id"": 15097, ""name"": ""shark""}, {""id"": 156321, ""name"": ""tv movie""}, {""id"": 173272, ""name"": ""flood""}]"
89540,The Other Conquest,"[{""id"": 293, ""name"": ""female nudity""}, {""id"": 155071, ""name"": ""pagan""}, {""id"": 156393, ""name"": ""aztec indian""}]"
46146,Troll Hunter,"[{""id"": 414, ""name"": ""hunter""}, {""id"": 1262, ""name"": ""mountains""}, {""id"": 3593, ""name"": ""wilderness""}, {""id"": 4414, ""name"": ""adventure""}, {""id"": 5774, ""name"": ""forest""}, {""id"": 9679, ""name"": ""secret government organization""}, {""id"": 9721, ""name"": ""hunting trip""}, {""id"": 9902, ""name"": ""wildlife""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 11173, ""name"": ""troll""}, {""id"": 11800, ""name"": ""mockumentary""}, {""id"": 163053, ""name"": ""found footage""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]"
38007,Ira & Abby,"[{""id"": 10183, ""name"": ""independent film""}]"
14256,Winter Passing,"[{""id"": 10183, ""name"": ""independent film""}, {""id"": 33775, ""name"": ""book editor""}]"
540,D.E.B.S.,"[{""id"": 1862, ""name"": ""coming out""}, {""id"": 10185, ""name"": ""covert operation""}, {""id"": 10768, ""name"": ""lesbian""}, {""id"": 11322, ""name"": ""female protagonist""}, {""id"": 11524, ""name"": ""in the closet""}, {""id"": 13000, ""name"": ""based on short film""}, {""id"": 158718, ""name"": ""lgbt""}, {""id"": 158747, ""name"": ""metrosexual""}, {""id"": 158748, ""name"": ""subversion""}, {""id"": 158750, ""name"": ""female agent""}, {""id"": 158752, ""name"": ""schoolgirl uniform""}, {""id"": 158753, ""name"": ""punk rocker""}, {""id"": 158758, ""name"": ""lip synching""}, {""id"": 158761, ""name"": ""plaid""}, {""id"": 158763, ""name"": ""thesis""}, {""id"": 158764, ""name"": ""german girl""}, {""id"": 158765, ""name"": ""french girl""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 193285, ""name"": ""spy spoof""}]"
370464,The Masked Saint,"[{""id"": 1499, ""name"": ""pastor""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 11431, ""name"": ""wrestler""}]"
20055,The Betrayed,"[{""id"": 1930, ""name"": ""kidnapping""}, {""id"": 4087, ""name"": ""revelation""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 14604, ""name"": ""theft""}, {""id"": 14782, ""name"": ""trust""}, {""id"": 15009, ""name"": ""criminal""}, {""id"": 157892, ""name"": ""warehouse""}, {""id"": 176182, ""name"": ""psycho""}, {""id"": 187844, ""name"": ""flashback""}]"
224569,Taxman,"[{""id"": 4276, ""name"": ""machinegun""}, {""id"": 7851, ""name"": ""tax inspector""}, {""id"": 10955, ""name"": ""wedding party""}]"
395766,The Secret,"[{""id"": 11162, ""name"": ""miniseries""}]"
39303,2:13,"[{""id"": 9950, ""name"": ""thriller""}, {""id"": 160313, ""name"": ""forensic""}]"
142061,"Batman: The Dark Knight Returns, Part 2","[{""id"": 849, ""name"": ""dc comics""}, {""id"": 2964, ""name"": ""future""}, {""id"": 9537, ""name"": ""joker""}, {""id"": 10486, ""name"": ""robin""}, {""id"": 18712, ""name"": ""based on graphic novel""}, {""id"": 162988, ""name"": ""dystopic future""}, {""id"": 163455, ""name"": ""super powers""}]"
370662,Time to Choose,"[{""id"": 2210, ""name"": ""climate change""}, {""id"": 10073, ""name"": ""documentary""}]"
252360,In the Name of the King III,"[{""id"": 41645, ""name"": ""based on video game""}]"
256740,Wicked Blood,[]
299145,Stranded,"[{""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 188114, ""name"": ""u.s. marine""}]"
241766,Lords of London,"[{""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 175593, ""name"": ""mysterious killer""}]"
12535,High Anxiety,"[{""id"": 2456, ""name"": ""industrialist""}, {""id"": 2567, ""name"": ""vertigo""}, {""id"": 2708, ""name"": ""hitman""}, {""id"": 4079, ""name"": ""lighthouse""}, {""id"": 11931, ""name"": ""spoof""}, {""id"": 155440, ""name"": ""hitchcockian""}]"
1667,March of the Penguins,"[{""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 3028, ""name"": ""penguin""}, {""id"": 4260, ""name"": ""brood""}, {""id"": 4970, ""name"": ""autonomy""}, {""id"": 5698, ""name"": ""egg""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 157160, ""name"": ""antarctic""}]"
50839,Margin Call,"[{""id"": 592, ""name"": ""capitalism""}, {""id"": 4608, ""name"": ""brokerage""}, {""id"": 5636, ""name"": ""wall street""}, {""id"": 33471, ""name"": ""downsizing""}, {""id"": 165193, ""name"": ""financial crisis""}, {""id"": 177493, ""name"": ""stock market""}, {""id"": 187243, ""name"": ""stock market crash""}, {""id"": 209493, ""name"": ""21st century""}, {""id"": 221004, ""name"": ""investment""}]"
86549,August,"[{""id"": 8029, ""name"": ""drama""}, {""id"": 9840, ""name"": ""romance""}, {""id"": 10198, ""name"": ""gay relationship""}]"
13973,Choke,"[{""id"": 3688, ""name"": ""strip club""}, {""id"": 5903, ""name"": ""alzheimer""}, {""id"": 5906, ""name"": ""sex addiction""}]"
244786,Whiplash,"[{""id"": 1416, ""name"": ""jazz""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 1640, ""name"": ""conservatory""}, {""id"": 2176, ""name"": ""music teacher""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 33896, ""name"": ""montage""}, {""id"": 156823, ""name"": ""drummer""}, {""id"": 170418, ""name"": ""public humiliation""}, {""id"": 176095, ""name"": ""jazz band""}, {""id"": 206298, ""name"": ""young adult""}, {""id"": 207739, ""name"": ""music school""}]"
598,City of God,"[{""id"": 255, ""name"": ""male nudity""}, {""id"": 542, ""name"": ""street gang""}, {""id"": 983, ""name"": ""brazilian""}, {""id"": 1003, ""name"": ""photographer""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 1525, ""name"": ""puberty""}, {""id"": 2394, ""name"": ""ghetto""}, {""id"": 2987, ""name"": ""gang war""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 208289, ""name"": ""1980s""}]"
11129,Human Traffic,"[{""id"": 572, ""name"": ""sex""}, {""id"": 1361, ""name"": ""salesclerk""}, {""id"": 3015, ""name"": ""fast food restaurant""}, {""id"": 3925, ""name"": ""boredom""}, {""id"": 5625, ""name"": ""relationship problems""}, {""id"": 8508, ""name"": ""party""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 15237, ""name"": ""alcohol abuse""}, {""id"": 15479, ""name"": ""fashion""}, {""id"": 155939, ""name"": ""group of friends""}]"
75861,To Write Love on Her Arms,"[{""id"": 894, ""name"": ""depression""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 14964, ""name"": ""drug""}]"
13551,The Dead Girl,"[{""id"": 549, ""name"": ""prostitute""}, {""id"": 657, ""name"": ""fire""}, {""id"": 918, ""name"": ""newspaper""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 187056, ""name"": ""woman director""}]"
103663,The Hunt,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 509, ""name"": ""denmark""}, {""id"": 2251, ""name"": ""lie""}, {""id"": 2337, ""name"": ""pedophilia""}, {""id"": 4590, ""name"": ""kindergarten""}, {""id"": 5905, ""name"": ""father""}, {""id"": 7946, ""name"": ""deer""}, {""id"": 10103, ""name"": ""children""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 10873, ""name"": ""school""}, {""id"": 14576, ""name"": ""pedophile""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 33688, ""name"": ""hunting""}]"
850,A Christmas Story,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 5609, ""name"": ""nostalgia""}, {""id"": 11336, ""name"": ""young boy""}, {""id"": 170472, ""name"": ""bb gun""}, {""id"": 170487, ""name"": ""essay""}, {""id"": 170496, ""name"": ""christmas tree dealer""}, {""id"": 170499, ""name"": ""mall santa""}, {""id"": 207317, ""name"": ""christmas""}, {""id"": 207883, ""name"": ""1940s""}]"
12586,Bella,"[{""id"": 828, ""name"": ""waitress""}, {""id"": 966, ""name"": ""beach""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 13042, ""name"": ""soccer""}, {""id"": 14659, ""name"": ""girl""}, {""id"": 177973, ""name"": ""chance meeting""}, {""id"": 187844, ""name"": ""flashback""}]"
11564,Class of 1984,"[{""id"": 279, ""name"": ""usa""}, {""id"": 293, ""name"": ""female nudity""}, {""id"": 703, ""name"": ""detective""}, {""id"": 2176, ""name"": ""music teacher""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 4470, ""name"": ""punk""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 7002, ""name"": ""vigilante""}, {""id"": 7920, ""name"": ""violence in schools""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 10726, ""name"": ""gang""}, {""id"": 10768, ""name"": ""lesbian""}, {""id"": 12365, ""name"": ""gang rape""}, {""id"": 14857, ""name"": ""juvenile delinquent""}, {""id"": 173919, ""name"": ""punk band""}, {""id"": 206850, ""name"": ""canuxploitation""}]"
301748,The Opposite Sex,"[{""id"": 622, ""name"": ""bet""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 34214, ""name"": ""gender""}, {""id"": 163096, ""name"": ""battle of the sexes""}, {""id"": 208450, ""name"": ""life competition""}]"
108346,Dreaming of Joseph Lees,"[{""id"": 14794, ""name"": ""lust""}, {""id"": 160780, ""name"": ""love crime""}]"
8841,The Class,"[{""id"": 90, ""name"": ""paris""}, {""id"": 1952, ""name"": ""socially deprived family""}, {""id"": 2132, ""name"": ""literature""}, {""id"": 2173, ""name"": ""illegal immigration""}, {""id"": 2356, ""name"": ""immigrant""}, {""id"": 2470, ""name"": ""education""}, {""id"": 3925, ""name"": ""boredom""}, {""id"": 4034, ""name"": ""class society""}, {""id"": 7920, ""name"": ""violence in schools""}, {""id"": 8746, ""name"": ""republicanism""}, {""id"": 8747, ""name"": ""diversity""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 10873, ""name"": ""school""}, {""id"": 190116, ""name"": ""school life""}, {""id"": 193547, ""name"": ""teachers and students""}]"
805,Rosemary's Baby,"[{""id"": 8685, ""name"": ""anti-christ""}, {""id"": 18401, ""name"": ""contemporary setting""}, {""id"": 41600, ""name"": ""laundry""}, {""id"": 156174, ""name"": ""occult""}, {""id"": 161261, ""name"": ""demonic possession""}, {""id"": 163055, ""name"": ""satanic cult""}, {""id"": 172376, ""name"": ""lucky charm""}, {""id"": 172382, ""name"": ""woman in jeopardy""}, {""id"": 172383, ""name"": ""eating disorder""}, {""id"": 172391, ""name"": ""catholic priest""}]"
11697,The Man Who Shot Liberty Valance,"[{""id"": 75, ""name"": ""gunslinger""}, {""id"": 797, ""name"": ""showdown""}, {""id"": 3739, ""name"": ""funeral""}, {""id"": 3754, ""name"": ""legend""}, {""id"": 4277, ""name"": ""to shoot dead""}, {""id"": 9503, ""name"": ""outlaw""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 13132, ""name"": ""pistol""}, {""id"": 14574, ""name"": ""rancher""}, {""id"": 33600, ""name"": ""stagecoach""}, {""id"": 155291, ""name"": ""cowboy""}]"
22051,Adam,"[{""id"": 170173, ""name"": ""children's book""}, {""id"": 181318, ""name"": ""asperger's syndrome""}, {""id"": 181319, ""name"": ""electrical engineer""}, {""id"": 192134, ""name"": ""asperger's""}]"
436,Maria Full of Grace,"[{""id"": 30, ""name"": ""individual""}, {""id"": 242, ""name"": ""new york""}, {""id"": 704, ""name"": ""adolescence""}, {""id"": 2148, ""name"": ""colombia""}, {""id"": 2149, ""name"": ""drug traffic""}, {""id"": 2150, ""name"": ""cocaine""}, {""id"": 2151, ""name"": ""drug crime""}, {""id"": 2173, ""name"": ""illegal immigration""}, {""id"": 2174, ""name"": ""maquiladora""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 3930, ""name"": ""bravery""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 13149, ""name"": ""pregnancy""}, {""id"": 155023, ""name"": ""self esteem""}]"
55347,Beginners,"[{""id"": 237, ""name"": ""gay""}, {""id"": 936, ""name"": ""loss of mother""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1862, ""name"": ""coming out""}, {""id"": 1872, ""name"": ""loss of father""}, {""id"": 10163, ""name"": ""cancer""}, {""id"": 208390, ""name"": ""lgbt elderly""}]"
10070,Feast,"[{""id"": 1299, ""name"": ""monster""}, {""id"": 5319, ""name"": ""pub""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]"
8469,Animal House,"[{""id"": 572, ""name"": ""sex""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3616, ""name"": ""college""}, {""id"": 157632, ""name"": ""fraternity""}, {""id"": 158507, ""name"": ""gross out comedy""}, {""id"": 160450, ""name"": ""dean""}, {""id"": 171400, ""name"": ""fraternity house""}, {""id"": 208983, ""name"": ""probation""}, {""id"": 208992, ""name"": ""1960s""}, {""id"": 209506, ""name"": ""college freshman""}, {""id"": 236316, ""name"": ""anarchic comedy""}]"
658,Goldfinger,"[{""id"": 3271, ""name"": ""secret organization""}, {""id"": 3272, ""name"": ""secret intelligence service""}, {""id"": 3275, ""name"": ""nuclear radiation""}, {""id"": 3286, ""name"": ""fort knox""}, {""id"": 3287, ""name"": ""aston martin""}, {""id"": 3288, ""name"": ""secret lab""}, {""id"": 3291, ""name"": ""kentucky""}, {""id"": 3293, ""name"": ""gas attack""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 156095, ""name"": ""british secret service""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]"
125490,Antiviral,"[{""id"": 4958, ""name"": ""injection""}, {""id"": 6562, ""name"": ""celebrity""}, {""id"": 8201, ""name"": ""satire""}, {""id"": 40847, ""name"": ""near future""}, {""id"": 158276, ""name"": ""metamorphosis""}, {""id"": 178657, ""name"": ""tech noir""}, {""id"": 188957, ""name"": ""virus""}, {""id"": 191564, ""name"": ""body horror""}]"
1585,It's a Wonderful Life,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 290, ""name"": ""angel""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 974, ""name"": ""bank""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 5570, ""name"": ""christmas tree""}, {""id"": 5571, ""name"": ""great depression""}, {""id"": 33965, ""name"": ""christmas eve""}, {""id"": 156115, ""name"": ""feel-good ending""}, {""id"": 184559, ""name"": ""guardian angel""}, {""id"": 207317, ""name"": ""christmas""}]"
627,Trainspotting,"[{""id"": 212, ""name"": ""london england""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 572, ""name"": ""sex""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1803, ""name"": ""drug addiction""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 2334, ""name"": ""nightclub""}, {""id"": 2375, ""name"": ""junkie""}, {""id"": 2671, ""name"": ""heroin""}, {""id"": 2694, ""name"": ""cold turkey""}, {""id"": 3131, ""name"": ""modern society""}, {""id"": 3298, ""name"": ""hallucination""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9887, ""name"": ""surrealism""}, {""id"": 10123, ""name"": ""dark comedy""}, {""id"": 10261, ""name"": ""stealing""}, {""id"": 11635, ""name"": ""monologue""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 155936, ""name"": ""recovering drug addict""}, {""id"": 156117, ""name"": ""illegal drugs""}, {""id"": 168179, ""name"": ""drug deal""}, {""id"": 180431, ""name"": ""drug rehabilitation""}, {""id"": 206829, ""name"": ""drug culture""}, {""id"": 230607, ""name"": ""antihero""}]"
23618,The Original Kings of Comedy,[]
41436,Paranormal Activity 2,"[{""id"": 10112, ""name"": ""ouija board""}, {""id"": 10224, ""name"": ""haunting""}, {""id"": 161261, ""name"": ""demonic possession""}, {""id"": 163053, ""name"": ""found footage""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]"
10162,Waking Ned,"[{""id"": 3864, ""name"": ""false identity""}, {""id"": 4214, ""name"": ""beguilement""}, {""id"": 4258, ""name"": ""lottery""}, {""id"": 5331, ""name"": ""village""}, {""id"": 8739, ""name"": ""jackpot""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 14985, ""name"": ""ireland""}]"
1430,Bowling for Columbine,"[{""id"": 279, ""name"": ""usa""}, {""id"": 1329, ""name"": ""canada""}, {""id"": 1419, ""name"": ""gun""}, {""id"": 1849, ""name"": ""homicide""}, {""id"": 4277, ""name"": ""to shoot dead""}, {""id"": 5037, ""name"": ""checks and balances""}, {""id"": 7548, ""name"": ""columbine""}, {""id"": 11068, ""name"": ""oklahoma city bombing""}, {""id"": 163656, ""name"": ""gun violence""}, {""id"": 187554, ""name"": ""person running amok""}]"
259943,Coming Home,"[{""id"": 2692, ""name"": ""arranged marriage""}, {""id"": 181962, ""name"": ""labor camp""}]"
10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,"[{""id"": 237, ""name"": ""gay""}, {""id"": 246, ""name"": ""dancing""}, {""id"": 657, ""name"": ""fire""}, {""id"": 2913, ""name"": ""diary""}, {""id"": 3030, ""name"": ""nightmare""}, {""id"": 3358, ""name"": ""haunted house""}, {""id"": 4375, ""name"": ""transformation""}, {""id"": 6152, ""name"": ""supernatural""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9712, ""name"": ""possession""}, {""id"": 10170, ""name"": ""premonition""}, {""id"": 10985, ""name"": ""spontaneous combustion""}, {""id"": 158713, ""name"": ""bdsm""}, {""id"": 166287, ""name"": ""school bus""}, {""id"": 170383, ""name"": ""disfigurement""}, {""id"": 179878, ""name"": ""sleepwalking""}, {""id"": 225209, ""name"": ""dreams""}]"
11257,A Room with a View,"[{""id"": 5091, ""name"": ""kiss""}, {""id"": 5832, ""name"": ""bed and breakfast place""}, {""id"": 8032, ""name"": ""florence""}]"
158015,The Purge,"[{""id"": 4565, ""name"": ""dystopia""}, {""id"": 7246, ""name"": ""barricade""}, {""id"": 14903, ""name"": ""home invasion""}, {""id"": 221957, ""name"": ""constitutional convention""}, {""id"": 221958, ""name"": ""legalized murder""}, {""id"": 221960, ""name"": ""social allegory""}]"
82507,Sinister,"[{""id"": 793, ""name"": ""drowning""}, {""id"": 904, ""name"": ""pennsylvania""}, {""id"": 1468, ""name"": ""child murderer""}, {""id"": 9775, ""name"": ""car set on fire""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 11464, ""name"": ""bag over head""}, {""id"": 14546, ""name"": ""massacre""}, {""id"": 14755, ""name"": ""power outage""}, {""id"": 15292, ""name"": ""hanged man""}, {""id"": 15365, ""name"": ""held captive""}, {""id"": 33407, ""name"": ""hanging""}, {""id"": 34079, ""name"": ""death""}, {""id"": 155619, ""name"": ""attic""}, {""id"": 158111, ""name"": ""no opening credits""}, {""id"": 160329, ""name"": ""super-8""}, {""id"": 172992, ""name"": ""ghost child""}, {""id"": 182022, ""name"": ""filmed killing""}, {""id"": 185767, ""name"": ""crime novelist""}]"
20337,Martin Lawrence Live: Runteldat,"[{""id"": 1850, ""name"": ""daily life""}, {""id"": 3692, ""name"": ""scandal""}, {""id"": 9825, ""name"": ""growing up""}, {""id"": 15160, ""name"": ""divorce""}]"
261,Cat on a Hot Tin Roof,"[{""id"": 30, ""name"": ""individual""}, {""id"": 236, ""name"": ""suicide""}, {""id"": 531, ""name"": ""southern usa""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 787, ""name"": ""mississippi""}, {""id"": 894, ""name"": ""depression""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 33457, ""name"": ""alcoholic""}]"
1685,Beneath the Planet of the Apes,"[{""id"": 1852, ""name"": ""mutant""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5385, ""name"": ""survivor""}, {""id"": 14626, ""name"": ""astronaut""}, {""id"": 14759, ""name"": ""ape""}, {""id"": 156810, ""name"": ""science""}, {""id"": 157963, ""name"": ""worship""}]"
20737,Air Bud,"[{""id"": 3199, ""name"": ""clown""}, {""id"": 158386, ""name"": ""golden retriever""}, {""id"": 158387, ""name"": ""dog actor""}]"
10991,Pokémon: Spell of the Unknown,"[{""id"": 1262, ""name"": ""mountains""}, {""id"": 2802, ""name"": ""mountain village""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 10988, ""name"": ""based on tv series""}, {""id"": 11336, ""name"": ""young boy""}, {""id"": 11451, ""name"": ""pok\u00e9mon""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 14955, ""name"": ""fighting""}, {""id"": 41645, ""name"": ""based on video game""}, {""id"": 201952, ""name"": ""pikachu""}, {""id"": 210024, ""name"": ""anime""}]"
10225,Friday the 13th Part VI: Jason Lives,"[{""id"": 952, ""name"": ""lightning""}, {""id"": 1227, ""name"": ""cemetery""}, {""id"": 2546, ""name"": ""mask""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 179422, ""name"": ""jason vorhees""}]"
826,The Bridge on the River Kwai,"[{""id"": 233, ""name"": ""japan""}, {""id"": 836, ""name"": ""resistance""}, {""id"": 907, ""name"": ""japanese""}, {""id"": 1261, ""name"": ""river""}, {""id"": 1968, ""name"": ""prisoners of war""}, {""id"": 3434, ""name"": ""thailand""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 3776, ""name"": ""officer""}]"
34086,Spaced Invaders,"[{""id"": 9951, ""name"": ""alien""}, {""id"": 10539, ""name"": ""martian""}, {""id"": 12541, ""name"": ""misunderstanding""}, {""id"": 177349, ""name"": ""greedy developer""}]"
5854,Family Plot,"[{""id"": 663, ""name"": ""fortune teller""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 3864, ""name"": ""false identity""}, {""id"": 161506, ""name"": ""heir""}, {""id"": 180824, ""name"": ""spiritualist""}]"
284,The Apartment,"[{""id"": 242, ""name"": ""new york""}, {""id"": 613, ""name"": ""new year's eve""}, {""id"": 725, ""name"": ""lovesickness""}, {""id"": 965, ""name"": ""age difference""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1438, ""name"": ""office""}, {""id"": 1439, ""name"": ""flat""}, {""id"": 1440, ""name"": ""spaghetti""}, {""id"": 1441, ""name"": ""christmas party""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 1443, ""name"": ""clerk""}, {""id"": 1487, ""name"": ""tennis racket""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 34094, ""name"": ""extramarital affair""}]"
10285,Jason Goes to Hell: The Final Friday,"[{""id"": 255, ""name"": ""male nudity""}, {""id"": 293, ""name"": ""female nudity""}, {""id"": 828, ""name"": ""waitress""}, {""id"": 1890, ""name"": ""camping""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 6259, ""name"": ""psychopath""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 10738, ""name"": ""diner""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 14676, ""name"": ""series of murders""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 158190, ""name"": ""hockey mask""}, {""id"": 179422, ""name"": ""jason vorhees""}, {""id"": 183953, ""name"": ""madman""}]"
5780,Torn Curtain,"[{""id"": 2106, ""name"": ""cold war""}, {""id"": 156026, ""name"": ""east germany""}]"
292,Dave Chappelle's Block Party,"[{""id"": 577, ""name"": ""black people""}, {""id"": 898, ""name"": ""hip-hop""}, {""id"": 1515, ""name"": ""block party""}, {""id"": 1516, ""name"": ""megaphone""}, {""id"": 1517, ""name"": ""classroom""}, {""id"": 1673, ""name"": ""brass band""}, {""id"": 1674, ""name"": ""stage""}]"
223485,Slow West,"[{""id"": 657, ""name"": ""fire""}, {""id"": 801, ""name"": ""bounty hunter""}, {""id"": 1366, ""name"": ""shotgun""}, {""id"": 2284, ""name"": ""horseback riding""}, {""id"": 2673, ""name"": ""horse""}, {""id"": 3623, ""name"": ""cabin""}, {""id"": 9454, ""name"": ""frontier""}, {""id"": 9503, ""name"": ""outlaw""}, {""id"": 9897, ""name"": ""rifle""}, {""id"": 10048, ""name"": ""unrequited love""}, {""id"": 10201, ""name"": ""death of father""}, {""id"": 10322, ""name"": ""native american""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11112, ""name"": ""search""}, {""id"": 13132, ""name"": ""pistol""}, {""id"": 14540, ""name"": ""death by accident""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14985, ""name"": ""ireland""}, {""id"": 15111, ""name"": ""drinking""}, {""id"": 15290, ""name"": ""pursuit""}, {""id"": 157471, ""name"": ""shot through a wall""}, {""id"": 158145, ""name"": ""flaming arrow""}, {""id"": 160840, ""name"": ""dream sequence""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 222133, ""name"": ""shot in the heart""}]"
29463,Krush Groove,[]
18065,Next Day Air,"[{""id"": 179431, ""name"": ""duringcreditsstinger""}]"
22013,Elmer Gantry,"[{""id"": 178870, ""name"": ""evangelist""}, {""id"": 186353, ""name"": ""revivalism""}]"
